                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                0.54624,                0.50425,                 0.9371,                0.98398,                0.93245,                0.96526,                0.84731,                0.51807,                0.43159,                0.89275,             0.00091387,             0.00091387,             0.00091387
                     90,                 0.5366,                 0.4871,                0.93113,                0.94569,                0.88948,                0.97654,                0.85608,                0.50743,                0.51902,                0.87854,             0.00091288,             0.00091288,             0.00091288
                     91,                0.52794,                0.49461,                0.93891,                0.96492,                0.91671,                0.97341,                0.86234,                0.48924,                 0.4681,                0.88487,             0.00091189,             0.00091189,             0.00091189
                     92,                0.51852,                0.45269,                0.91783,                0.96449,                0.92287,                0.96057,                0.85968,                0.49793,                0.47713,                0.89941,              0.0009109,              0.0009109,              0.0009109
                     93,                0.52897,                0.46418,                0.94429,                0.96364,                0.90801,                0.96469,                 0.8543,                0.52011,                0.47241,                0.88718,             0.00090991,             0.00090991,             0.00090991
                     94,                0.53763,                0.47867,                0.92918,                0.96793,                0.92928,                0.97183,                0.86983,                0.50431,                0.44012,                0.88669,             0.00090892,             0.00090892,             0.00090892
                     95,                0.53793,                0.49213,                0.94796,                0.92708,                0.94677,                0.98368,                0.87399,                 0.4917,                0.41027,                 0.8824,             0.00090793,             0.00090793,             0.00090793
                     96,                0.52877,                0.49333,                0.94377,                0.97099,                0.92442,                0.97524,                0.87712,                0.49328,                0.42448,                0.88172,             0.00090694,             0.00090694,             0.00090694
                     97,                0.53774,                0.49127,                0.94192,                0.95562,                0.95723,                0.97711,                 0.8634,                0.49515,                 0.4349,                0.89044,             0.00090595,             0.00090595,             0.00090595
                     98,                0.54612,                0.48122,                0.95069,                0.96432,                0.97119,                0.98127,                 0.8669,                0.50737,                0.43203,                0.88908,             0.00090496,             0.00090496,             0.00090496
                     99,                0.55276,                0.50471,                0.94774,                0.97658,                0.90156,                0.96995,                0.86303,                0.50435,                0.45996,                0.87383,             0.00090397,             0.00090397,             0.00090397
                    100,                 0.5385,                0.48633,                0.93675,                0.97864,                0.93437,                0.96646,                0.85823,                0.51117,                0.39628,                0.88651,             0.00090298,             0.00090298,             0.00090298
                    101,                0.51988,                0.45822,                0.92837,                0.98113,                0.93072,                0.98153,                  0.866,                0.51927,                0.38541,                0.90778,             0.00090199,             0.00090199,             0.00090199
                    102,                0.50733,                0.45581,                0.92731,                0.98683,                0.93492,                0.98773,                 0.8741,                0.49025,                0.37158,                0.87699,               0.000901,               0.000901,               0.000901
                    103,                0.52036,                0.45746,                0.92441,                0.96195,                0.98189,                0.98717,                0.89154,                0.49563,                0.40512,                0.88107,             0.00090001,             0.00090001,             0.00090001
                    104,                 0.5177,                0.47837,                0.93685,                0.92081,                0.96758,                0.97681,                0.87392,                0.49417,                0.41564,                0.87416,             0.00089902,             0.00089902,             0.00089902
                    105,                0.53825,                0.47561,                0.95064,                0.95237,                0.92806,                0.97813,                0.86673,                0.50583,                0.41946,                0.88706,             0.00089803,             0.00089803,             0.00089803
                    106,                0.54045,                0.48997,                 0.9446,                0.94188,                0.95703,                 0.9874,                 0.8937,                0.49759,                0.37623,                0.89476,             0.00089704,             0.00089704,             0.00089704
                    107,                0.56218,                0.51699,                0.96646,                0.94493,                0.93913,                 0.9828,                0.88908,                0.50047,                0.41661,                0.89361,             0.00089605,             0.00089605,             0.00089605
                    108,                0.51239,                0.46546,                 0.9347,                0.96358,                0.95479,                0.98483,                0.87123,                  0.525,                0.39229,                0.90642,             0.00089506,             0.00089506,             0.00089506
                    109,                0.52357,                0.46926,                0.94121,                0.94715,                0.98827,                0.99372,                0.88961,                0.47411,                0.36974,                0.87154,             0.00089407,             0.00089407,             0.00089407
                    110,                0.52957,                0.45362,                0.94254,                0.96473,                  0.934,                0.97766,                0.87698,                0.51117,                0.47277,                0.90195,             0.00089308,             0.00089308,             0.00089308
                    111,                0.49896,                0.45238,                0.92004,                0.98675,                0.91469,                0.98246,                0.88124,                0.46567,                0.39631,                0.86143,             0.00089209,             0.00089209,             0.00089209
                    112,                0.49946,                0.43083,                0.91652,                0.97371,                 0.9037,                0.96883,                 0.8709,                0.48768,                0.40402,                0.87375,              0.0008911,              0.0008911,              0.0008911
                    113,                0.51848,                0.44572,                0.93944,                0.94752,                0.94377,                0.98477,                0.89429,                0.47455,                0.41989,                0.86709,             0.00089011,             0.00089011,             0.00089011
                    114,                0.50269,                0.44017,                 0.9288,                0.95446,                0.95619,                0.98588,                0.90009,                0.44153,                 0.3822,                0.84987,             0.00088912,             0.00088912,             0.00088912
                    115,                0.52188,                0.46371,                0.92487,                0.97854,                 0.9107,                0.98468,                0.89518,                 0.4746,                0.41409,                0.85696,             0.00088813,             0.00088813,             0.00088813
